gateway_txn_id,erp_ref_id,settlement_date,payment_mode,gross_amount_inr,gateway_fee_inr,gst_on_fee_inr,net_settled_inr,settlement_utr,status
pay_MPSOS9ENLXIGCV,ERP-2026-0209,2026-08-07,NEFT,38204.53,764.09,137.54,37302.9,584726470049,SETTLED
pay_7NG3J0SONF0JUH,ERP-2026-0210,2026-08-12,UPI,930.91,18.62,3.35,908.94,521058701732,SETTLED
pay_C9DT6F9MUDS0WE,ERP-2026-0211,2026-08-06,NB,47264.17,945.28,170.15,46148.74,198275231082,SETTLED
pay_FT2YFA4OFQOLLJ,ERP-2026-0212,2026-07-25,IMPS,119785.33,2395.71,431.23,116958.39,309230732582,SETTLED
pay_E15C78FOPYGL03,ERP-2026-0213,2026-08-03,WALLET,26576.61,531.53,95.68,25949.4,708767251597,SETTLED
pay_KU1JQNG0RUYN1M,ERP-2026-0214,2026-07-04,IMPS,115279.72,2305.59,415.01,112559.12,298682613056,SETTLED
pay_8EY5LARITUY9QJ,ERP-2026-0215,2026-08-03,UPI,6421.95,128.44,23.12,6270.39,336247737571,SETTLED
pay_6Z63Y4K88JFYWR,ERP-2026-0216,2026-08-18,NEFT,11293.4,225.87,40.66,11026.87,747183903818,SETTLED
pay_805XKTNFDMDD1K,ERP-2026-0217,2026-08-01,IMPS,62794.56,1258.54,226.06,61309.96,948193647860,SETTLED
pay_TELSB68K0DTZTG,ERP-2026-0218,2026-07-13,IMPS,23649.91,473.0,85.14,23091.77,602458587969,SETTLED
pay_LIW1ECIEZ6FG2S,ERP-2026-0219,2026-08-21,WALLET,131443.77,2628.88,473.2,128341.69,868135485034,SETTLED
pay_2VCC2FA214JEVN,ERP-2026-0220,2026-07-09,UPI,58457.71,1169.15,210.45,57078.11,818407241042,SETTLED
pay_AQ6C7LFVW2CI1P,ERP-2026-0221,2026-08-22,NB,82403.08,1648.06,296.65,80458.37,983017664572,SETTLED
pay_FJEHP873I8SV40,ERP-2026-0222,2026-08-20,CARD,49874.72,997.49,179.55,48697.68,983824530600,SETTLED
pay_FG8IWMOJ0TVUN8,ERP-2026-0223,2026-08-04,NB,98985.63,1979.71,356.35,96649.57,645241782215,SETTLED
pay_EQZX03W414SYSF,ERP-2026-0224,2026-07-23,WALLET,37600.24,752.0,135.36,36712.88,533022547794,SETTLED
pay_U6UF1RCYVLN09W,ERP-2026-0225,2026-07-05,IMPS,53549.12,1070.98,192.78,52285.36,937839829627,SETTLED
pay_H4R470GD503DU0,ERP-2026-0226,2026-07-12,NB,84837.18,1696.74,305.41,82835.03,300978218184,SETTLED
pay_SVUUPGQBGQXLFF,ERP-2026-0227,2026-08-10,CARD,149427.84,2988.56,537.94,145901.34,119546226654,SETTLED
pay_TXY6AX76NOCNHB,ERP-2026-0228,2026-08-21,CARD,1626.47,32.53,5.86,1588.08,241243831130,SETTLED
pay_KJSQ446E8LTL29,ERP-2026-0229,2026-08-19,NEFT,12975.08,259.5,46.71,12668.87,174447937808,SETTLED
pay_ZD0PH48EEGCMLY,ERP-2026-0230,2026-08-02,IMPS,69782.72,1395.65,251.22,68135.85,799659243926,SETTLED
pay_EYI2LR4FYCXLU7,ERP-2026-0231,2026-07-31,WALLET,55119.96,1102.4,198.43,53819.13,751795214811,SETTLED
pay_00J4LV7GTCNP8M,ERP-2026-0232,2026-08-24,WALLET,36395.48,727.91,131.02,35536.55,754418619279,SETTLED
pay_OKW0Y4BLK04OSB,ERP-2026-0234,2026-07-15,CARD,127535.9,2550.72,459.13,124526.05,981223124136,SETTLED
pay_M6EOXZROBV5A98,ERP-2026-0235,2026-07-25,WALLET,13457.86,246.55,48.45,13162.86,273248281421,SETTLED
pay_MAW994PDCWZQMG,ERP-2026-0236,2026-07-06,UPI,101289.11,2025.78,364.64,98898.69,110909537059,SETTLED
pay_DFWMSPJN2RN4TD,ERP-2026-0237,2026-08-10,UPI,10041.44,200.83,36.15,9804.46,307647921108,SETTLED
pay_2KCRTTU5Z55P38,ERP-2026-0238,2026-07-04,UPI,145613.68,2912.27,524.21,142177.2,937655063727,SETTLED
pay_9S6Q71A2YFQ7ZH,ERP-2026-0239,2026-07-08,IMPS,71439.59,1428.79,257.18,69753.62,312790612341,SETTLED
pay_NZC2DEN1XVMZIU,ERP-2026-0240,2026-08-13,UPI,96905.23,1942.17,348.86,94614.2,877299134023,SETTLED
pay_NJD2VQWOW2TRJO,ERP-2026-0241,2026-08-26,NB,58350.18,1167.0,210.06,56973.12,801966726312,SETTLED
pay_DVX3VH8V2ZC951,ERP-2026-0242,2026-07-24,CARD,137551.02,2751.02,495.18,134304.82,984589766029,SETTLED
pay_EHD2PGICAJINBL,ERP-2026-0243,2026-07-03,NB,12828.93,256.58,46.18,12526.17,908471867034,SETTLED
pay_EFTSFQ80ETSTRB,ERP-2026-0244,2026-07-21,IMPS,25849.9,517.0,93.06,25239.84,569667568615,SETTLED
pay_00TRETSQD7CHE6,ERP-2026-0245,2026-07-21,IMPS,58958.02,1179.16,212.25,57566.61,321499683984,SETTLED
pay_OZLQNIYTZLHDEX,ERP-2026-0246,2026-07-10,WALLET,4220.95,84.42,15.2,4121.33,340466957770,SETTLED
pay_7LI8G1E8GG0RID,ERP-2026-0247,2026-07-26,NB,21129.07,422.58,76.06,20630.43,193661975612,SETTLED
pay_SP5HK7UXXJVFT8,ERP-2026-0248,2026-08-09,UPI,9573.43,191.47,34.46,9347.5,707701331659,SETTLED
pay_3JF306DNL9WQ9Q,ERP-2026-0249,2026-07-14,NB,116730.08,2334.6,420.23,113975.25,109012904666,SETTLED
pay_GJGB27PT9FKTWL,ERP-2026-0250,2026-07-26,CARD,100445.74,2013.49,361.6,98070.65,741277427044,SETTLED
